K,L,AvgSuccessRate,VarianceSuccessRate,AvgDurationMs,VarianceDurationMs,SampleCount,Ratio,AvgRecoveryFraction,VarianceRecoveryFraction
88,60,0.6921,0.0007,137.047,1603.413,101,1.900990,0.6921,0.0007
88,66,0.6927,0.0006,130.399,1114.682,101,1.960396,0.6927,0.0006
88,73,0.6922,0.0007,133.427,1162.668,101,2.029703,0.6922,0.0007
88,80,0.6919,0.0006,128.670,1183.583,101,2.099010,0.6919,0.0006
88,88,0.6929,0.0006,136.497,1987.729,101,2.178218,0.6929,0.0006
88,97,0.6923,0.0006,134.418,1429.250,101,2.267327,0.6923,0.0006
97,1,1.0000,0.0000,395.552,5546.903,101,1.450495,1.0000,0.0000
97,2,1.0000,0.0000,373.239,3732.373,101,1.460396,1.0000,0.0000
97,3,1.0000,0.0000,320.420,3970.838,101,1.470297,1.0000,0.0000
97,4,1.0000,0.0000,298.384,2316.256,101,1.480198,1.0000,0.0000
97,5,1.0000,0.0000,290.261,3741.265,101,1.490099,1.0000,0.0000
97,6,1.0000,0.0000,284.020,2930.638,101,1.500000,1.0000,0.0000
97,7,1.0000,0.0000,289.438,3303.934,101,1.509901,1.0000,0.0000
97,8,1.0000,0.0000,280.796,4089.664,101,1.519802,1.0000,0.0000
97,9,1.0000,0.0000,277.571,3431.683,101,1.529703,1.0000,0.0000
97,10,1.0000,0.0000,276.656,3095.888,101,1.539604,1.0000,0.0000
97,11,0.9344,0.0187,254.121,5387.753,101,1.549505,0.9344,0.0187
97,12,0.8082,0.0277,206.808,5021.376,101,1.559406,0.8082,0.0277
97,13,0.6912,0.0088,160.010,2226.069,101,1.569307,0.6912,0.0088
97,14,0.6661,0.0029,145.271,1418.883,101,1.579208,0.6661,0.0029
97,16,0.6559,0.0006,134.661,1338.351,101,1.599010,0.6559,0.0006
97,17,0.6537,0.0005,134.244,1377.134,101,1.608911,0.6537,0.0005
97,19,0.6527,0.0005,140.586,1694.980,101,1.628713,0.6527,0.0005
97,21,0.6532,0.0005,138.290,1399.601,101,1.648515,0.6532,0.0005
97,23,0.6537,0.0006,142.339,1638.473,101,1.668317,0.6537,0.0006
97,26,0.6532,0.0005,136.495,1901.172,101,1.698020,0.6532,0.0005
97,28,0.6532,0.0006,128.506,1205.580,101,1.717822,0.6532,0.0006
97,31,0.6529,0.0005,127.555,977.195,101,1.747525,0.6529,0.0005
97,34,0.6526,0.0005,127.743,969.009,101,1.777228,0.6526,0.0005
97,37,0.6525,0.0005,122.837,1351.576,101,1.806931,0.6525,0.0005
97,41,0.6525,0.0005,126.236,1078.219,101,1.846535,0.6525,0.0005
97,45,0.6526,0.0005,126.688,1178.789,101,1.886139,0.6526,0.0005
97,50,0.6524,0.0005,125.682,1110.034,101,1.935644,0.6524,0.0005
97,55,0.6524,0.0005,124.625,1100.909,101,1.985149,0.6524,0.0005
97,60,0.6525,0.0005,131.912,1465.267,101,2.034653,0.6525,0.0005
97,66,0.6525,0.0005,123.947,1023.214,101,2.094059,0.6525,0.0005
97,73,0.6525,0.0005,129.896,988.541,101,2.163366,0.6525,0.0005
97,80,0.6519,0.0005,128.691,1050.523,101,2.232673,0.6519,0.0005
97,88,0.6532,0.0005,128.621,1239.185,101,2.311881,0.6532,0.0005
97,97,0.6519,0.0005,130.613,1366.239,101,2.400990,0.6519,0.0005
107,1,1.0000,0.0000,430.577,8212.558,101,1.599010,1.0000,0.0000
107,2,1.0000,0.0000,375.547,3818.196,101,1.608911,1.0000,0.0000
107,3,1.0000,0.0000,322.061,2819.897,101,1.618812,1.0000,0.0000
107,4,1.0000,0.0000,307.892,3314.866,101,1.628713,1.0000,0.0000
107,5,1.0000,0.0000,292.217,4116.721,101,1.638614,1.0000,0.0000
107,6,1.0000,0.0000,296.606,2966.193,101,1.648515,1.0000,0.0000
107,7,1.0000,0.0000,291.913,3655.288,101,1.658416,1.0000,0.0000
107,8,1.0000,0.0000,280.456,3485.058,101,1.668317,1.0000,0.0000
107,9,0.9884,0.0044,276.713,3772.965,101,1.678218,0.9884,0.0044
107,10,0.9341,0.0216,259.704,4649.228,101,1.688119,0.9341,0.0216
107,11,0.7636,0.0329,193.254,5630.979,101,1.698020,0.7636,0.0329
107,12,0.6487,0.0088,150.257,2426.616,101,1.707921,0.6487,0.0088
107,13,0.6244,0.0023,130.806,1525.585,101,1.717822,0.6244,0.0023
107,14,0.6176,0.0008,126.899,1543.804,101,1.727723,0.6176,0.0008
107,16,0.6169,0.0007,127.535,1932.308,101,1.747525,0.6169,0.0007
107,17,0.6163,0.0007,132.001,1744.597,101,1.757426,0.6163,0.0007
107,19,0.6152,0.0007,128.086,1269.701,101,1.777228,0.6152,0.0007
107,21,0.6144,0.0007,131.865,1307.675,101,1.797030,0.6144,0.0007
107,23,0.6148,0.0006,127.567,1352.802,101,1.816832,0.6148,0.0006
107,26,0.6152,0.0007,121.007,1167.278,101,1.846535,0.6152,0.0007
107,28,0.6163,0.0007,121.296,1017.105,101,1.866337,0.6163,0.0007
107,31,0.6150,0.0006,127.217,1401.005,101,1.896040,0.6150,0.0006
107,34,0.6143,0.0007,128.267,1466.277,101,1.925743,0.6143,0.0007
107,37,0.6146,0.0007,125.788,1366.547,101,1.955446,0.6146,0.0007
107,41,0.6147,0.0007,121.435,987.545,101,1.995050,0.6147,0.0007
107,45,0.6140,0.0007,123.561,983.264,101,2.034653,0.6140,0.0007
107,50,0.6136,0.0007,123.762,1577.770,101,2.084158,0.6136,0.0007
107,55,0.6149,0.0007,121.913,1056.627,101,2.133663,0.6149,0.0007
107,60,0.6142,0.0006,123.701,1448.893,101,2.183168,0.6142,0.0006
107,66,0.6140,0.0006,128.596,1154.839,101,2.242574,0.6140,0.0006
107,73,0.6150,0.0007,126.925,1726.042,101,2.311881,0.6150,0.0007
107,80,0.6135,0.0007,126.989,1118.929,101,2.381188,0.6135,0.0007
107,88,0.6140,0.0007,126.273,1287.991,101,2.460396,0.6140,0.0007
107,97,0.6146,0.0007,123.626,1542.885,101,2.549505,0.6146,0.0007
117,1,1.0000,0.0000,489.517,8035.004,101,1.747525,1.0000,0.0000
117,2,1.0000,0.0000,386.093,5349.218,101,1.757426,1.0000,0.0000
117,3,1.0000,0.0000,317.322,3832.274,101,1.767327,1.0000,0.0000
117,4,1.0000,0.0000,312.789,2993.009,101,1.777228,1.0000,0.0000
117,5,1.0000,0.0000,300.007,3085.050,101,1.787129,1.0000,0.0000
117,6,1.0000,0.0000,305.171,2873.170,101,1.797030,1.0000,0.0000
117,7,1.0000,0.0000,297.030,2959.792,101,1.806931,1.0000,0.0000
117,8,1.0000,0.0000,287.748,2462.681,101,1.816832,1.0000,0.0000
117,9,0.9870,0.0055,281.939,2940.936,101,1.826733,0.9870,0.0055
117,10,0.7733,0.0402,203.628,7648.114,101,1.836634,0.7733,0.0402
117,11,0.6225,0.0112,140.546,3493.819,101,1.846535,0.6225,0.0112
117,12,0.5903,0.0007,121.704,819.027,101,1.856436,0.5903,0.0007
117,13,0.5868,0.0006,123.495,1363.327,101,1.866337,0.5868,0.0006
117,14,0.5855,0.0006,125.110,1631.949,101,1.876238,0.5855,0.0006
117,16,0.5845,0.0005,125.513,977.235,101,1.896040,0.5845,0.0005
117,17,0.5837,0.0006,129.236,1467.344,101,1.905941,0.5837,0.0006
117,19,0.5832,0.0006,126.225,1423.685,101,1.925743,0.5832,0.0006
117,21,0.5837,0.0006,124.991,1531.793,101,1.945545,0.5837,0.0006
117,23,0.5840,0.0006,117.019,1260.284,101,1.965347,0.5840,0.0006
117,26,0.5834,0.0006,121.867,1489.869,101,1.995050,0.5834,0.0006
117,28,0.5826,0.0006,120.173,1268.262,101,2.014851,0.5826,0.0006
117,31,0.5833,0.0006,119.233,1847.111,101,2.044554,0.5833,0.0006
117,34,0.5830,0.0006,113.960,1092.401,101,2.074257,0.5830,0.0006
117,37,0.5837,0.0006,116.230,1152.417,101,2.103960,0.5837,0.0006
117,41,0.5843,0.0006,115.029,917.970,101,2.143564,0.5843,0.0006
117,45,0.5823,0.0006,115.900,1043.524,101,2.183168,0.5823,0.0006
117,50,0.5834,0.0006,117.377,1324.673,101,2.232673,0.5834,0.0006
117,55,0.5818,0.0006,118.475,1066.874,101,2.282178,0.5818,0.0006
117,60,0.5830,0.0006,114.616,1120.222,101,2.331683,0.5830,0.0006
117,66,0.5827,0.0005,110.269,904.326,101,2.391089,0.5827,0.0005
117,73,0.5829,0.0006,123.776,1689.988,101,2.460396,0.5829,0.0006
117,80,0.5829,0.0005,114.503,1198.598,101,2.529703,0.5829,0.0005
117,88,0.5818,0.0006,106.520,963.887,101,2.608911,0.5818,0.0006
117,97,0.5822,0.0006,110.672,985.573,101,2.698020,0.5822,0.0006
129,1,1.0000,0.0000,528.075,9923.119,101,1.925743,1.0000,0.0000
129,2,1.0000,0.0000,383.111,3407.108,101,1.935644,1.0000,0.0000
129,3,1.0000,0.0000,321.161,3802.404,101,1.945545,1.0000,0.0000
129,4,1.0000,0.0000,310.823,3202.251,101,1.955446,1.0000,0.0000
129,5,1.0000,0.0000,318.900,3356.964,101,1.965347,1.0000,0.0000
129,6,1.0000,0.0000,304.986,3284.427,101,1.975248,1.0000,0.0000
129,7,1.0000,0.0000,297.218,3339.279,101,1.985149,1.0000,0.0000
129,8,0.9908,0.0042,294.947,3918.387,101,1.995050,0.9908,0.0042
129,9,0.8060,0.0491,222.412,10036.615,101,2.004950,0.8060,0.0491
129,10,0.6040,0.0164,138.488,3226.649,101,2.014851,0.6040,0.0164
129,11,0.5552,0.0009,120.076,1580.578,101,2.024752,0.5552,0.0009
129,12,0.5531,0.0008,113.864,1136.298,101,2.034653,0.5531,0.0008
129,13,0.5522,0.0008,119.138,1381.687,101,2.044554,0.5522,0.0008
129,14,0.5499,0.0007,119.372,1498.851,101,2.054455,0.5499,0.0007
129,16,0.5495,0.0007,116.911,1114.755,101,2.074257,0.5495,0.0007
129,17,0.5485,0.0007,119.156,1501.976,101,2.084158,0.5485,0.0007
129,19,0.5485,0.0007,115.777,1054.788,101,2.103960,0.5485,0.0007
129,21,0.5491,0.0006,113.865,1385.916,101,2.123762,0.5491,0.0006
129,23,0.5485,0.0007,123.576,1257.155,101,2.143564,0.5485,0.0007
129,26,0.5487,0.0007,117.114,1646.698,101,2.173267,0.5487,0.0007
129,28,0.5490,0.0007,114.943,1433.778,101,2.193069,0.5490,0.0007
129,31,0.5480,0.0007,110.461,1099.867,101,2.222772,0.5480,0.0007
129,34,0.5466,0.0007,109.074,1009.229,101,2.252475,0.5466,0.0007
129,37,0.5477,0.0007,107.372,1016.570,101,2.282178,0.5477,0.0007
129,41,0.5489,0.0007,109.351,1030.873,101,2.321782,0.5489,0.0007
129,45,0.5474,0.0007,105.134,1016.197,101,2.361386,0.5474,0.0007
129,50,0.5473,0.0007,107.352,863.089,101,2.410891,0.5473,0.0007
129,55,0.5470,0.0007,109.008,1173.337,101,2.460396,0.5470,0.0007
129,60,0.5479,0.0006,109.216,993.059,101,2.509901,0.5479,0.0006
129,66,0.5475,0.0007,109.859,1071.277,101,2.569307,0.5475,0.0007
129,73,0.5468,0.0007,111.015,1149.840,101,2.638614,0.5468,0.0007
129,80,0.5464,0.0007,109.746,867.060,101,2.707921,0.5464,0.0007
129,88,0.5470,0.0007,108.816,1083.145,101,2.787129,0.5470,0.0007
129,97,0.5460,0.0007,109.502,1409.199,101,2.876238,0.5460,0.0007
142,1,1.0000,0.0000,529.830,7265.551,101,2.118812,1.0000,0.0000
142,2,1.0000,0.0000,364.952,4086.205,101,2.128713,1.0000,0.0000
142,3,1.0000,0.0000,326.383,2690.337,101,2.138614,1.0000,0.0000
142,4,1.0000,0.0000,316.485,4384.373,101,2.148515,1.0000,0.0000
142,5,1.0000,0.0000,316.416,4317.769,101,2.158416,1.0000,0.0000
142,6,1.0000,0.0000,307.491,3427.129,101,2.168317,1.0000,0.0000
142,7,1.0000,0.0000,303.459,3776.456,101,2.178218,1.0000,0.0000
142,8,0.9626,0.0163,291.577,6082.542,101,2.188119,0.9626,0.0163
142,9,0.6189,0.0300,148.027,4413.681,101,2.198020,0.6189,0.0300
142,10,0.5377,0.0029,114.975,1257.654,101,2.207921,0.5377,0.0029
142,11,0.5279,0.0007,113.214,1625.114,101,2.217822,0.5279,0.0007
142,12,0.5234,0.0006,107.899,907.007,101,2.227723,0.5234,0.0006
142,13,0.5227,0.0006,111.978,1033.343,101,2.237624,0.5227,0.0006
142,14,0.5230,0.0006,105.781,1036.969,101,2.247525,0.5230,0.0006
142,16,0.5225,0.0006,108.373,1209.219,101,2.267327,0.5225,0.0006
142,17,0.5227,0.0006,112.677,1287.353,101,2.277228,0.5227,0.0006
142,19,0.5223,0.0006,114.799,1274.212,101,2.297030,0.5223,0.0006
142,21,0.5213,0.0006,114.075,1067.328,101,2.316832,0.5213,0.0006
142,23,0.5215,0.0006,108.422,1165.310,101,2.336634,0.5215,0.0006
142,26,0.5219,0.0006,103.378,794.305,101,2.366337,0.5219,0.0006
142,28,0.5222,0.0006,108.572,923.512,101,2.386139,0.5222,0.0006
142,31,0.5215,0.0006,111.037,1097.648,101,2.415842,0.5215,0.0006
142,34,0.5200,0.0005,106.087,993.348,101,2.445545,0.5200,0.0005
142,37,0.5209,0.0006,106.812,926.627,101,2.475248,0.5209,0.0006
142,41,0.5209,0.0006,103.884,889.354,101,2.514851,0.5209,0.0006
142,45,0.5201,0.0006,102.394,970.581,101,2.554455,0.5201,0.0006
142,50,0.5201,0.0006,107.375,1034.859,101,2.603960,0.5201,0.0006
142,55,0.5205,0.0006,106.230,977.618,101,2.653465,0.5205,0.0006
142,60,0.5207,0.0006,103.769,751.167,101,2.702970,0.5207,0.0006
142,66,0.5205,0.0006,110.022,1065.881,101,2.762376,0.5205,0.0006
142,73,0.5204,0.0005,106.495,963.290,101,2.831683,0.5204,0.0005
142,80,0.5197,0.0006,110.211,1162.408,101,2.900990,0.5197,0.0006
142,88,0.5199,0.0006,106.741,820.665,101,2.980198,0.5199,0.0006
142,97,0.5190,0.0006,104.883,832.785,101,3.069307,0.5190,0.0006
156,1,1.0000,0.0000,539.757,7837.429,101,2.326733,1.0000,0.0000
156,2,1.0000,0.0000,367.300,4136.103,101,2.336634,1.0000,0.0000
156,3,1.0000,0.0000,338.498,3655.285,101,2.346535,1.0000,0.0000
156,4,1.0000,0.0000,323.678,3703.811,101,2.356436,1.0000,0.0000
156,5,1.0000,0.0000,316.222,3040.850,101,2.366337,1.0000,0.0000
156,6,1.0000,0.0000,310.524,3559.122,101,2.376238,1.0000,0.0000
156,7,1.0000,0.0000,308.425,2233.665,101,2.386139,1.0000,0.0000
156,8,0.7543,0.0618,214.232,11300.305,101,2.396040,0.7543,0.0618
156,9,0.5070,0.0032,118.911,1740.789,101,2.405941,0.5070,0.0032
156,10,0.4929,0.0006,107.259,986.649,101,2.415842,0.4929,0.0006
156,11,0.4885,0.0005,105.357,950.217,101,2.425743,0.4885,0.0005
156,12,0.4853,0.0005,106.229,1239.394,101,2.435644,0.4853,0.0005
156,13,0.4853,0.0005,97.404,662.542,101,2.445545,0.4853,0.0005
156,14,0.4860,0.0004,105.913,1299.219,101,2.455446,0.4860,0.0004
156,16,0.4839,0.0004,101.269,950.712,101,2.475248,0.4839,0.0004
156,17,0.4849,0.0005,101.071,1120.875,101,2.485149,0.4849,0.0005
156,19,0.4855,0.0005,105.040,929.432,101,2.504950,0.4855,0.0005
156,21,0.4850,0.0005,101.391,861.184,101,2.524752,0.4850,0.0005
156,23,0.4851,0.0005,101.263,1028.076,101,2.544554,0.4851,0.0005
156,26,0.4841,0.0005,103.637,1039.466,101,2.574257,0.4841,0.0005
156,28,0.4830,0.0005,108.055,861.843,101,2.594059,0.4830,0.0005
156,31,0.4850,0.0005,101.077,947.941,101,2.623762,0.4850,0.0005
156,34,0.4838,0.0005,98.382,826.054,101,2.653465,0.4838,0.0005
156,37,0.4833,0.0005,98.111,663.468,101,2.683168,0.4833,0.0005
156,41,0.4833,0.0005,104.418,918.038,101,2.722772,0.4833,0.0005
156,45,0.4825,0.0005,98.409,1071.076,101,2.762376,0.4825,0.0005
156,50,0.4836,0.0004,98.271,903.926,101,2.811881,0.4836,0.0004
156,55,0.4832,0.0005,96.275,809.473,101,2.861386,0.4832,0.0005
156,60,0.4823,0.0005,100.667,875.796,101,2.910891,0.4823,0.0005
156,66,0.4818,0.0004,101.606,1073.662,101,2.970297,0.4818,0.0004
156,73,0.4831,0.0005,103.216,1036.368,101,3.039604,0.4831,0.0005
156,80,0.4820,0.0005,98.992,910.475,101,3.108911,0.4820,0.0005
156,88,0.4829,0.0005,97.524,978.401,101,3.188119,0.4829,0.0005
156,97,0.4827,0.0005,98.763,1006.980,101,3.277228,0.4827,0.0005
172,1,1.0000,0.0000,554.448,9364.547,101,2.564356,1.0000,0.0000
172,2,1.0000,0.0000,376.482,4535.092,101,2.574257,1.0000,0.0000
172,3,1.0000,0.0000,335.903,5226.873,101,2.584158,1.0000,0.0000
172,4,1.0000,0.0000,332.538,3930.180,101,2.594059,1.0000,0.0000
172,5,1.0000,0.0000,320.529,3525.620,101,2.603960,1.0000,0.0000
172,6,0.9928,0.0051,312.066,4666.413,101,2.613861,0.9928,0.0051
172,7,0.9428,0.0301,293.071,7912.670,101,2.623762,0.9428,0.0301
172,8,0.5282,0.0285,128.163,4219.107,101,2.633663,0.5282,0.0285
172,9,0.4595,0.0014,102.067,900.087,101,2.643564,0.4595,0.0014
172,10,0.4548,0.0011,100.978,922.931,101,2.653465,0.4548,0.0011
172,11,0.4499,0.0011,99.944,1348.654,101,2.663366,0.4499,0.0011
172,12,0.4505,0.0011,96.899,1065.984,101,2.673267,0.4505,0.0011
172,13,0.4493,0.0010,101.536,704.375,101,2.683168,0.4493,0.0010
172,14,0.4507,0.0010,99.647,819.138,101,2.693069,0.4507,0.0010
172,16,0.4501,0.0011,99.724,1080.564,101,2.712871,0.4501,0.0011
172,17,0.4476,0.0011,101.644,884.825,101,2.722772,0.4476,0.0011
172,19,0.4486,0.0011,107.025,1413.868,101,2.742574,0.4486,0.0011
172,21,0.4497,0.0010,99.507,1018.709,101,2.762376,0.4497,0.0010
172,23,0.4499,0.0011,98.635,879.800,101,2.782178,0.4499,0.0011
172,26,0.4488,0.0012,97.176,914.095,101,2.811881,0.4488,0.0012
172,28,0.4486,0.0012,96.535,1230.207,101,2.831683,0.4486,0.0012
172,31,0.4485,0.0010,96.773,929.068,101,2.861386,0.4485,0.0010
172,34,0.4495,0.0011,95.783,928.778,101,2.891089,0.4495,0.0011
172,37,0.4484,0.0011,96.208,687.005,101,2.920792,0.4484,0.0011
172,41,0.4490,0.0011,89.093,874.924,101,2.960396,0.4490,0.0011
172,45,0.4470,0.0011,93.137,735.765,101,3.000000,0.4470,0.0011
172,50,0.4482,0.0011,97.756,1108.167,101,3.049505,0.4482,0.0011
172,55,0.4474,0.0011,96.450,995.742,101,3.099010,0.4474,0.0011
172,60,0.4482,0.0011,93.991,742.869,101,3.148515,0.4482,0.0011
172,66,0.4484,0.0011,91.779,782.530,101,3.207921,0.4484,0.0011
172,73,0.4475,0.0010,92.375,769.256,101,3.277228,0.4475,0.0010
172,80,0.4479,0.0011,95.891,728.863,101,3.346535,0.4479,0.0011
172,88,0.4473,0.0011,92.664,841.648,101,3.425743,0.4473,0.0011
172,97,0.4474,0.0011,88.799,665.116,101,3.514851,0.4474,0.0011
189,1,1.0000,0.0000,562.022,8317.741,101,2.816832,1.0000,0.0000
189,2,1.0000,0.0000,380.255,4529.559,101,2.826733,1.0000,0.0000
189,3,1.0000,0.0000,336.382,4224.054,101,2.836634,1.0000,0.0000
189,4,1.0000,0.0000,342.732,3551.215,101,2.846535,1.0000,0.0000
189,5,1.0000,0.0000,320.179,4027.365,101,2.856436,1.0000,0.0000
189,6,0.9714,0.0199,309.460,6021.865,101,2.866337,0.9714,0.0199
189,7,0.8112,0.0749,249.370,13769.850,101,2.876238,0.8112,0.0749
189,8,0.4335,0.0021,99.688,1007.655,101,2.886139,0.4335,0.0021
189,9,0.4239,0.0017,98.598,892.047,101,2.896040,0.4239,0.0017
189,10,0.4187,0.0017,90.484,662.043,101,2.905941,0.4187,0.0017
189,11,0.4167,0.0016,95.012,947.550,101,2.915842,0.4167,0.0016
189,12,0.4168,0.0016,93.934,776.600,101,2.925743,0.4168,0.0016
189,13,0.4173,0.0015,90.881,803.778,101,2.935644,0.4173,0.0015
189,14,0.4162,0.0017,90.684,788.547,101,2.945545,0.4162,0.0017
189,16,0.4175,0.0015,90.036,741.759,101,2.965347,0.4175,0.0015
189,17,0.4182,0.0015,90.636,856.711,101,2.975248,0.4182,0.0015
189,19,0.4164,0.0015,94.305,2399.352,101,2.995050,0.4164,0.0015
189,21,0.4174,0.0015,88.878,815.705,101,3.014851,0.4174,0.0015
189,23,0.4160,0.0016,88.062,841.113,101,3.034653,0.4160,0.0016
189,26,0.4160,0.0016,90.369,1043.944,101,3.064356,0.4160,0.0016
189,28,0.4159,0.0015,94.510,856.719,101,3.084158,0.4159,0.0015
189,31,0.4167,0.0015,87.363,697.222,101,3.113861,0.4167,0.0015
189,34,0.4164,0.0015,88.526,757.936,101,3.143564,0.4164,0.0015
189,37,0.4171,0.0016,88.998,739.486,101,3.173267,0.4171,0.0016
189,41,0.4163,0.0015,92.985,833.054,101,3.212871,0.4163,0.0015
189,45,0.4153,0.0017,94.106,853.544,101,3.252475,0.4153,0.0017
189,50,0.4161,0.0016,86.916,769.180,101,3.301980,0.4161,0.0016
189,55,0.4164,0.0016,86.916,748.522,101,3.351485,0.4164,0.0016
189,60,0.4150,0.0016,81.933,636.825,101,3.400990,0.4150,0.0016
189,66,0.4138,0.0016,88.865,853.735,101,3.460396,0.4138,0.0016
189,73,0.4147,0.0015,95.778,1118.908,101,3.529703,0.4147,0.0015
189,80,0.4143,0.0016,89.837,852.060,101,3.599010,0.4143,0.0016
189,88,0.4144,0.0015,90.839,939.951,101,3.678218,0.4144,0.0015
189,97,0.4137,0.0016,87.147,720.661,101,3.767327,0.4137,0.0016
